city,state,country,postcode
Detroit,US-MI,US,48227
Keyser,Wv,US,26726
Buena Park,,US,90620
Princeton,WV,US,24740
Lincoln ,Delaware ,US,19960 
East Orange,New Jersey,US,07017
Lincoln,US-CA,US,95648
sssss,US-AK,US,99999
Ravenna,Ohio,US,44266
Charlotte,US-NC,US,28216
Richmond , Virginia ,US,23224
C,US-CA,US,123456789
Tulsa,US-OK,US,74137
Arkansas,Lonoke,US,72086
Detroit,Michigan,US,48212 
Stockton,Ca,US,95206
SALE CREEK,US-TN,US,37373
Asheville ,Nc,US,28803
San Jose,US-CA,US,95122
Springfield ,Virginia,US,22151
Leawood,KS,US,66206
Newark,US-NJ,US,07104
Clearfield,Ut,US,84015
San Franciso,California,US,95825
Houston,Texas,US,77016
Fort Collins,US-CO,US,80524
Highland ,US-IL,US,62249
Lakeside,AZ,US,85929
Glendale ,US-AZ,US,85301
houston,US-TX,US,77058
Anaheim,California,US,92807
fort Morgan,Colorado,US,80701
Oakland ,US-CA,US,94605
Ramsey ,NJ,US,07446
Arroyo Grande,US-CA,US,93420
"HKIA, APO, AE",US-CA,US,09320
Russellville ,Arkansas ,US,72801
Niles,Il,US,60714
Dickinson,North Dakota,US,58601
Lexingtong,,US,40511
Maywood,US-IL,US,60153
La Grange Park,ILL,US,60526
Charleston ,South Carolina ,US,29407 
Howell,US-MI,US,48843
Grant,Mi,US,49327
Eastaboga ,US-AL,US,36260
Tucson,AZ,US,85710
Dallas,Tx,US,75228
Locust Grove,GA,US,30248
Phoenix,AZ,US,85041
Phoenix,Az,US,85009
Hyattsville ,MD ,US,20784
Loma Linda,US-CA,US,92354
Minneapolis,MN,US,55414
Point Pleasant Beach,US-NJ,US,08742
Summerville,South-carolina,US,29486
Arlington,Tx,US,76001
Toledo ,Ohio,US,43608
Huntersville,North Carolina,US,28078
Bloomington,IL,US,61704
Austin,US-TX,US,78753
Alpharetta,Georgia,US,30005
Baton Rouge ,Louisiana ,US,70806
New Orleans,La,US,70126
Mitchell,Ss,US,57301
West Allis,Wisconsin,US,53214
New York,,US,71575
minneapolis,US-MN,US,55404
Stanton,Ca,US,90680
Willmar,US-MN,US,56201
Riverdale ,GA ,US,30274
Clark,New Jersey,US,07066
Las Vegas,Nv,US,89032 
Pomona,US-CA,US,91766
Woodbridge,US-VA,US,22191
Henderson,,US,89074
framingham,US-MA,US,01701
Cottage Grove,US-MN,US,55016
Old Bridge,US-NJ,US,08857
Winnsboro,Louisiana,US,71295
Elgin ,South Carolina,US,29045
Allentown,PENNSYLVANIA,US,18109
La Marque,TX,US,77568-3934
Hammond,Indiana ,US,46320 
OWATONNA,US-MN,US,55060
Pittsburgh,US-PA,US,15213
Hillside,US-IL,US,60162
Detroit,MI,US,48205
Sellersville,,US,18960
Howe,Oklahoma,US,74940
Greenville,US-SC,US,29650
Woodward ,IA ,US,50276-2026 
San Antonio,US-TX,US,78230
Tucson,US-AZ,US,85712
Summerfield,North Carolina,US,27358
FORT WORTH,US-TX,US,76179
Oceanside,CA,US,92054
Canton,Ohio,US,44707
College Park ,Georgia,US,30349
Bloomington,Ca,US,92316
Columbia,US-MO,US,65201
Milwaukee ,WI ,US,53233 
Scott AFB,Illinois,US,62226
FAIRBURN,US-GA,US,30213
Flint,US-MI,US,48507
Olathe,Kansas,US,66061
Elizabeth Cty,US-NC,US,27909
New Brunswick,New Jersey,US,08901
Fort riley,,US,66442
Fresno,Ca.,US,93702
Patrick County VA,,US,24120
Houston,Tx,US,77015
Anaheim CA,US-CA,US,92801
Republic,US-MO,US,65738
Riverside ,California ,US,92505
Statesboro,Georgia,US,30458
Monee,IL,US,60449
Brockton,Massachusetts,US,02302
Del Norte,US-CO,US,81132
Jersey City,New Jersey,US,07097
San pablo,US-CA,US,94806
Mesa ,US-AZ,US,85212
long beach,US-CA,US, 90814
Virginia Beach,US-VA,US,23454
Dickson,US-TN,US,37055
Davenport ,Iowa ,US,52803
LosAngeles ,US-CA,US,90034
Cincinnati ,OH,US,45244
San Diego,US-CA,US,92129
Muscle Shoals ,Alabama ,US,35661
New Castle,Delawer,US,19720
Austin ,,US,78754
San jose,US-CA,US,95123
Stoutsville ,US-OH,US,43154
St Louis,,US,63136
Milwaukee ,US-WI,US,53210
Calumet City ,ILLINOIS ,US,60409 
Madison,Nj,US,07940
"Glendale, United States",US-CA,US,91204
West Calvwell,New jesrey,US,07006
galloway,US-NJ,US,08205
Alaska,Alaska,US,00202926
Atlanta,Ga,US,30315
Bakersfield,US-CA,US,93307
Rockville,US-MD,US,20850
San Antonio,Tx,US,78210
Diamond Bar,CA,US,91765
Washington ,US-DC,US,20018
north hollywood,US-CA,US,91606
Charlotte ,North Carolina ,US,28105
Port Allen,US-LA,US,70767
Stockholm,US-WI,US,54769
Locust,Nv,US,28097 
Evansville,US-IN,US,47711
San Francisco,CA,US,94115
Highridge ,Missouri ,US,63049
HYDE PARK,US-MA,US,02136
Phoenix,US-AZ,US,85021
Green Bay,Wisconsin,US,54313
Florida ,US-AL,US,32505
Grand Rapids,US-MI,US,49504
Brooklyn ,Ny,US,11207
Lake,US-MS,US,39092
Riverside,US-CA,US,92501
Ogdensburg,,US,13669
Saginaw,Michigan,US,48602
Miami Beach,Florida,US,33141
South,Utah,US,3800
Лос Анджелес,Пидоров,US,Хуй Знает Какой
Brooklyn,New york,US,11238
california,US-CA,US,90201
Weymouth,,US,02188
Denver,US-CO,US,80203
Manati,PR,US,00674
Dover,Delware,US,19901
Sacramento,Ca,US,95816
Cincinnati,Ohio,US,45231
Springdale,US-MD,US,20774
Lagrange,Indiana,US,46761
bear,US-DE,US,19701
NORWALK,US-CA,US,90650
Summerville,SC,US,29486
Gardena ,Ca ,US,90247
Indianapolis,US-IN,US,46256
Indiana Land,US-SC,US,29707
Durham,US-NC,US,27703
San Mateo ,US-CA,US,94402
Marietta,US-GA,US,30062
New Orleans,Louisiana,US,70126
Albany,New York,US,12208
Strong,Maine,US,04983
Wewoka,US-OK,US,74884
Besneville,US-IL,US,60106
Limerick,ME,US,04048
Wagoner ,Oklahoma ,US,74467
Hazleton ,Pa ,US,18201
Rancho Palos Verde,Ca,US,90215
Champaign,Illinois,US,61821
Alabama,United State,US,35801
Woodbridge ,VA ,US,22191 
Detroit ,Michigan ,US,48221 
Pottsville,PA,US,17901
Lakewood,Colorado,US,80214
Richmond,VA,US,23224-3217
Austin ,US-TX,US,78744
Saluda ,US-SC,US,29138
Detroit,Michigan,US,48205
Fort Worth,,US,76109
Kansas City ,MO ,US,64116 
Milwaukee,US-WI,US,53218
Bakersfield,US-CA,US,93305
Grand Rapids,MI,US,49507
SanJose,US-CA,US,95132
San Francisco,CA,US,94112
North Hollywood ,CA,US,91605
Cornelius,Nc,US,28031
Huntington Beach ,Ca,US,92647
Atlanta,Ga,US,30310
Santa Monica,US-CA,US,90401
Saginaw,Mi,US,48609
Meadville,Pa,US,16335
Fff,Zxxx,US,21311
Big Rapids,US-MI,US,49307
Menifee,US-CA,US,92584
Traverse City,Michigan,US,49685
Pharr,Tx,US,78577
Camden Wyoming,US-DE,US,19934
Dallas,Texas,US,75217
Sacramento,California,US,95828
Englewood,Ohio,US,45322
Katy,TX,US,77494
Portland,US-CA,US,97220
Colorado Springs,Co,US,80909
Granada Hills ,Ca,US,91344
Houston ,Texas ,US,77099
Louisville ,Ky,US,40206
Homestead ,FL ,US,33030
Carrollton ,Georgia,US,30117
c,US-FL,US,32765
Mcdonough,Georgia,US,30253
Sacramento ,Ca,US,95838
Phoenix,AZ,US,85002
Hingham,US-MA,US,02043
Las Vegas,US-NV,US,89178
Brentwood ,,US,37027
santa monica,US-CA,US,90405
Burke,,US,22015
Colorado Springs,CO,US,80918
hauser,US-ID,US,83854
walnut,US-CA,US,91789
Brockton ,US-MA,US,02301
Merced,Caif.,US,95340
Blanchard,Oklahoma,US,73010
Concord,NH,US,03301
Houston,Texas,US,77096
Napa,US-CA,US,94558
Richfield ,Minnesota ,US,55423
Onley,US-VA,US,23418
Crawfordsville ,Indiana ,US,47933
texas,texas,US,75002
Henderson ,Nevada ,US,89014 
Jersey City,Nj,US,07305
Dallas,Texas,US,75217
Barto,Pa,US,19504
fresno,california,US,93704
Niles,Ohio,US,44446
LAGRANGE,,US,30241
Hagerstown,,US,21740
Arizona,Phoenix,US,85001
Boston,,US,02127
Fort campbell,Kentucky,US,42223
Geneva,USA,US,60134
Macon,Georgia,US,31204
west liberty,Kentucky,US,41472
Newark,New Jersey,US,07112
Des Moines,US-IA,US,50320
El CAJON,CA,US,92019
Jonesboro ,Ga,US,30236
Bakersfield,,US,93312
Prince Frederick,US-MD,US,20678
Spring Valley,CA ,US,91977
Southfield,US-MI,US,48075
Sumner,Wa,US,98390
Plano,Texas ,US,75023
Lexington,Ky,US,40508
Kempner,US-TX,US,76539
Norfolk,VA,US,23505
Gary ,Indiana ,US,46404
Orange,Texas,US,77630
Philadelphia,Pa,US,19140
Pfafftown ,North Carolina ,US,27040
chicago,IL,US,60617
Kansas City,MO,US,64156
Saint Cloud ,Minnesota ,US,56304
Brooklyn ,New York,US,11233
Lees Summit,US-MO,US,64086
Bronx ,Ny,US,10457
Little Rock,Arkansas,US,72202
joliet,US-IL,US,60436
Las Vegas,NV,US,89130
North Chicago,US-IL,US,60064
costa mesa,CA,US,92627
Mesa,US-AZ,US,85207
Damascus ,Maryland ,US,20872 
Sugar Land ,Texas,US,77498
grand prairie,,US,75052
Scottsdale ,Az,US,85258
Far Rockaway,New York,US,11691
Leawood,US-KS,US,66211
Bloomingdale,Oh,US,43910
Brooklyn,Ny,US,11226
Austin,US-TX,US,78758
Zionsville ,Indiana ,US,46077 
Las Vegas,NV,US,89101
Independence,Ohio,US,44131
Detroit,Michigan,US,48224
Brooklyn ,New York ,US,11207
Fairmont,US-WV,US,26555
vista,US-CA,US,92083
Dorchester,US-MA,US,02124
Lakearrowhead,CA,US,92352
Douglass,,US,75943
Burton,Michigan,US,48529
Atlanta ,Georgia ,US,30310
Rockford ,US-IL,US,61103
Raleigh,Nc,US,27609
Columbia ,Mo,US,65203
Arizona,UK,US,123456
Dawsonville,Ga,US,30534
Lanoka Harbor,US-NJ,US,08734
El PASO,Texas,US,79938
Mcleansville,US-NC,US,27301
Dover,,US,44622
Fort Wayne ,Indiana ,US,46803 
Swannanoa,North Carolina,US,28778
Cottondale,Alabama,US,35453
Rowan,Iowa,US,50470
Camarillo,US-CA,US,93010
Chandler ,Az,US,85286
Benson,US-AZ,US,85602
Port Lavaca,Texas,US,77979
CUPERNITO,US-CA,US,95014-2083
Livingston,MT,US,59047
Abilene,KS,US,67410
Moody ,AL,US,35004
"Topeka,KS",US-KS,US,66614
San Bernardino,Ca,US,92404
Huber heights,US-OH,US,45424
Woodbury ,US-MN,US,55125
San ,CA ,US,95118 
Sugar Land ,Texas ,US,77498
Oakalnd,Ca,US,94605
Temole City,CA,US,91780
Madera,California ,US,93637
CHULA VISTA,US-CA,US,91910
Hartselle,Alabama,US,35640
Johnstown,PA,US,15902
Petroleum,Indiana,US,46778
Chino,US-CA,US,91710
Blackwell,US-TX,US,79506
Ccc,US-CO,US,12345
"Washington, D.C",US-GA,US,20008
Los Angeles,US-CA,US,90004
Henrico,Va,US,23228
Haltom City ,US-TX,US,76117 
Detroit,Mi,US,48235
Rochester,Mn,US,55901
Florence,Mississippi,US,39073
Allentown ,United State,US,18104-6454
Sebring,Florida ,US,32003
Fuquay Varina ,NC ,US,27526
Compton,California,US,90220
Bowie ,Maryland ,US,20721
San Antonio,Texas ,US,78208
Raleigh ,NC ,US,27609 
Santa Barbara ,,US,93111
Colorado Springs ,Colorado ,US,80916
Browntown Wisconsin,US-WI,US,53522
Pearl,Ms,US,39208
Los Angeles,US-CA,US,90011
Ede ,Wi,US,53019
RUSTON,US-LA,US,71270
Atlanta,Ga,US,30346
SMITHFIELD,US-NC,US,27577
Chattanooga,Tennessee,US,37411
Beverly hills ,US-CA,US,90210
baton rouge,la,US,70802
Austin,Tx,US,78744
Conroe,US-TX,US,77303
Santa Clara,California ,US,95050
Austin ,MN ,US,55912
123,US-AK,US,12345
Memphis,US-TN,US,38111
Corona,Makeave,US,92882
San Francisco ,Ca,US,94112
2208 Nicolet Drive ,WI,US,54311
Warminster ,PA ,US,18974 
Passaic ,NJ ,US,07055 
Miami,Fl,US,33157
Houston,US-TX,US,77083
fort leonardwood ,US-MO,US,65473
Raleigh,US-NC,US,27610
Denver ,PA,US,17517
Albion,Rhode Island,US,02802
Colorado springs,,US,80911
Detroit,Michigan,US,48201
Dayton,Ohio,US,45431
Nichols Hills,,US,73116
Dexter,Missouri,US,63841
Youngstown ,Ohio,US,44504
moberly ,US-MO,US,65270 
Eagan ,Minnesota ,US,55123 
Manville,NJ,US,08835
Parma,US-MI,US,49269
California City,US-CA,US,93501
Mebane ,North Carolina ,US,27302
Mobile ,Alabama ,US,36525
Merced,,US,95348
League City,,US,77573
Mechanicsville,Va,US,23111
moreno valley,US-CA,US,92555
Laurel,Md,US,20723
San Marino,US-CA,US,91108
Covington,Georgia,US,30016
Leander,Texas,US,78641
katy,US-TX,US,77493
Houston ,Texas ,US,77077 
van nuys,US-CA,US,91405
Norfolk,Virginia ,US,23502
baltimore,US-MD,US,21207
Pittsburg ,California ,US,94565 
Greensboro,NC,US,27405-4000
Fargo,ND,US,58103
Carlifonia ,Usa,US,22422
Mobile,AL,US,36608
Big Lake,Ak,US,99652
Costa Mesa,US-CA,US,92626
Louisville,US-KY,US,40291
Pasadena ,Houston ,US,77502 
Rockwall,US-TX,US,75032
Karnack,TX,US,75661
Simpsonville,SC,US,29680
Hammond,Louisiana,US,70401
Las Vegas ,Nevada ,US,89110 
Palatine,US-IL,US,60067
Anaheim,Califorina,US,92804
Union city ,Georgia,US,30291
Rockmart,US-GA,US,30153
Catlettsburg,US-KY,US,41129
Azle,Texas,US,76020
Pasadena,California,US,91105
DIAMOND BAR,US-CA,US,91765
Houston ,Tx,US,77096
Bristow,US-VA,US,20136
Bethlehem,Pennsylvania,US,18018
Toledo ,Oh,US,43615
Middleburg,Ky,US,42541
Marina Del Rey,Ca,US,90292
miami,fl,US,33135
Georgia,Atlanta,US,90001
Mentor ,Ohio ,US,44060
Dallas,GA,US,30132
Las Vegas,US-NV,US,89130
Valdosta,Georgia,US,31605
Westville,NJ,US,08093
Detroit,Michigan,US,48202
Tucon,US-AZ,US,85705
Wesville ,New Jersey,US,08093
Anchorage,Alaska,US,99501
Kingston,New Hampshire,US,03848
Detroir,Mi,US,48228
Monticello ,MN ,US,55362 
Fontana,,US,92336
Greenwood,De,US,19950
Glendale,Az,US,85029
Durham,Nc,US,27707
Columbus,Ohio,US,43207
Vernon,Alabama,US,35592
Muskogee,Oklahoma ,US,74403
Greensboro,NC,US,27401
Portland,Maine,US,04106
donaldsonville,US-LA,US,70346
Scottsville,Kentucky,US,42164
Berkeley,US-CO,US,94720
Indianapolis,In,US,46218
Winston-Salem ,North Carolina ,US,27105
Los Angeles,US-CA,US,90024
Queen Creek,AZ,US,85142
San Jose ,CA ,US,95127 
San Antonio ,Texas,US,78216
Stockton,US-CA,US,95209
Detroit,Michigan ,US,48234
Glendora,US-CA,US,91740
Katy,Texas,US,77493
Absecon,New Jersey,US,08201
Manistee ,Mi ,US,49660
COLUMBUS,US-OH,US,43201
San Leandro ,US-CA,US,94578
Newport Beach,US-CA,US,92660
Provo,Utah,US,84604
Brighton,Michigan ,US,48114
Ypsilanti,,US,48198
Denver,US-CO,US,80229
Salem,US-CA,US,97301
Three Forks,US-MT,US,59752
Bakersfield,,US,93312
Green Bay,US-WI,US,54303
Southborough,US-MA,US,01772
Downers Grove,,US,60515
california,US-CA,US,90210
Evansville,Indiana,US,47715
Hemingway,SC,US,29554
Odessa,Texas,US,79765
Lompoc ,CA,US,93436
Anderson,US-IN,US,46011
Maryville,,US,37803
Rensselaer,NY,US,12144
Houston,US-TX,US,77043
McCamey,,US,79752
Brooks,Georgia,US,30205
Milwaukee,US-WI,US,53210
Walled Lake,Michigan,US,48390
Newport Beach,California,US,92660
Brooklyn ,Ny ,US,11234
San Jose ,California ,US,95120 
conyers,georgia,US,30013
Warner Robins,US-GA,US,31088
San Diego ,CA ,US,92101
Amador city,US-CA,US,90001
Los angeles .,US-CA,US,90012
Port Sulphur,Louisiana ,US,70083
Crystal City,Texas,US,78839
meridian,US-ID,US,83642
Pittsburgh,US-PA,US,15239
Kenbridge,Va,US,23944
Roseville ,Michigan,US,48066
Post,Tx,US,79356
Apple Valley,,US,55124
Towsend ,Montana ,US,59644
Michigan ,US-OH,US,45011
Chino,US-CA,US,91710
Natick,US-MA,US,01760
Los Angeles,US-CA,US,90028
chicago,US-IL,US,66666
Bloomington,IL,US,61701
Sacramento ,US-CA,US,95842
Los Angeles ,Ca,US,90011
Hubbard,,US,44425
Braintree,Massachusetts,US,02184
Dallas,Texas ,US,129
Anahiem,CA,US,92804
Washington D. C.,Alaska,US,99501
Albama,Albama,US,60027
Harrisburg,PA,US,17104
Hampton,Georgia,US,3022&
Spokane,US-IN,US,99201
Richfield,Minnesota ,US,55423
Hattiesburg,MS,US,39401
San Antonio,Tx,US,78254
Houston,US-TX,US,77064
Bell,US-CA,US,90201
Oklahoma City,OK,US,73127
Los Angeles,Ca,US,90065
Dallas,Texas,US,75231
Brighton,Massachusetts,US,02135
Statesboro ,US-GA,US,30461
Hutchinson,Ks,US,67502
Blytheville,,US,72315
Rosehill,Nc,US,28458
las vegas,nv,US,89102
lebanon,US-MT,US,97355
Riverside,Ca,US,92507
Chicago,Illinois,US,60610
Silver Spring ,MD,US,20904
East Hanover ,US-NJ,US,07936
Marrero,Louisiana,US,70072
Tenafly ,NJ,US,07670
Chadron,US-NE,US,69337
Vacaville,US-CA,US,95687
 CHandler ,AZ,US,85226
Las Vegas ,Nevada ,US,89183 
Denver,US-CO,US,80224
HUGHES SPRINGS,US-CA,US,75656
Irvine,CA,US,92604
Louisville,US-KY,US,40245
San Diego,,US,92130
Livonia ,Michigan ,US,48150 
Los Angeles ,California ,US,90061
Saint Marys,Pennsylvania,US,15857
Temple,AZ,US,85281
Hudson ,US-NH,US,03051
Compton,California,US,90221
Missouri City ,TX ,US,77459 
Coeburn,,US,24230
Philadelphia ,Pennsylvania ,US,19114 
Winnemucca,Nevada,US,89445
Antioch,Illinois,US,60002
Bloomington ,Minnesota ,US,55420
Gallaway,Tennessee,US,38036
Fresno,Ca,US,93727
Caro,Michigan,US,48723
Paris,Tennessee ,US,38242
Chicago,US-IL,US,60616
Santa Fa,Tx,US,77510
Plymouth ,US-MN,US,55441
Virgina,Charlottesville,US,22901
Las Vegas,Nv,US,89104
Cincinnati ,US-OH,US,45245
Detroit,US-MI,US,48224
Doylestown,Pa,US,18901
Galion,Ohio,US,44833
Saxonburg,Pennsylvania,US,16056
Greenville ,Sc,US,29617
Jersey City,NJ,US,07302
Beulaville ,Nc ,US,28518
Washington ,DC ,US,20032 
Spring Hill,TN,US,37174
Springfield ,Missouri,US,65802
Lake Forest,US-CA,US,92630
Port Angeles,US-WA,US,98362
San Francisco,US-CA,US,94124
Brandon ,Fl,US,33511 
deptford,new jeresy,US,08096
Manassas,Va,US,20111
Bronx,New York ,US,10460
corpus christi,US-TX,US,78401
Detroit,MI,US,48227
Des Plaines,IL,US,60018
Colorado Springs,Colorado,US,80909
Madera ,California ,US,93637 
Ontario Ca,US-CA,US, 91762
State college ,Pennsylvania ,US,16803
Whiting,Maine,US,04691
Milan ,Michigan ,US,48160
Sandusky,Ohio,US,44870
Columbus ,OH ,US,43224 
Aurora,US-CO,US,80017
Alpharetta,Georgia,US,30005
huntsville,US-AL,US,35805
Arnold,MO,US,63010
Pamplico,South Carolina ,US,29583
Luverne,US-MN,US,56156
REDWOOD CITY,US-CA,US,94062
Detroit,Mi,US,48204
Newport News,,US,23607
Sturgeon Bay ,Wisconsin ,US,54235 
Murrieta,US-CA,US,92562
Frederiksted,,US,00841
CA,US-CA,US,94518
Lexington,,US,02421
Lanham,US-MD,US,20706
Copperas Cove ,TX ,US,76522 
Tuscon ,Arizona,US,85658
Douglas,US-GA,US,31533
Baltimore,Maryland,US,21206
Jonesboro,Ark,US,72401
Humble,Texas,US,77338
The Colony,TX ,US,75025
overland park,,US,66213
Grafton,Wisconsin ,US,53024
Statesboro,GA,US,30003
Uniontown,Pa,US,15401
New Jersey,United States,US,99501
Blanchard,US-OK,US,73010
Michigan City,Indiana,US,46360
Louisville ,CO,US,80027
Murfreesboro ,Tennessee ,US,37128
Alto,US-GA,US,30510
Stafford,US-VA,US,22556
Willowick,US-OH,US,44095
ANTIOCH,US-CA,US,94509
Elmont,,US,11003
Hastings,PA,US,16646
Almont,US-MI,US,48003
Sacramento,Ca,US,95828
Lake Hopatcong,US-NJ,US,07849
Rolling Meadows ,IL ,US,60008 
Clarksville,Oh,US,45113
Bronx,New York,US,10460
Houston,US-TX,US,77099
Westminster,CA,US,92683
Indianapolis,IN,US,46236
Dallas ,US-TX,US,75216
Washington,US-DC,US,20020
Dawson,Georgia ,US,39842
Kersey,,US,80644
New Bedford,US-MA,US,02744
Robinson,US-NH,US,10080
Columbus,Ohio,US,43222
Houston,US-TX,US,77066
Los Angeles,Ca,US,90065
Falls church,US-VA,US,22151
Arlington,Texas,US,76002
Purvis ,MS ,US,39475 
East Lansing ,Michigan ,US,48823 
Newark,US-NJ,US,07103
Riverdale,Ga,US,30274
centerpoint,,US,35215
Harrison,Tennessee,US,37341
Grand Prairie,US-TX,US,75052
Long beach,California,US,90805
Greensboro,North Carolina,US,27407
Norcross,,US,30093
Richmond ,VA ,US,23219
Sacramento ,CA,US,95841
Milford ,Massachusetts ,US,01757 
Miami,Pennsylvania,US,33174
Bladenburg ,Maryland ,US,20710
New York ,Brooklyn ,US,10001
Las vegas,US-NV,US,89123
Cochran,Georgia ,US,31014
Simi Valley,California,US,93065
San Antonio ,Texas ,US,78251 
Bakersfield,California ,US,93306
Joplin,MO,US,64801
New London,WI,US,54961
Chicago,US-IN,US,12312
Osage City,Ks,US,66523
Middletown,US-DE,US,19709
Michigan city ,,US,46360
Tabriz,Sahand,US,51666
Bound brook,US-NJ,US,08805
Chicago,US-IL,US,60609
Petaluma ,Ca,US,94954
Tipton,CA,US,93272
Friedens,Pa,US,15541
Nashville,TN,US,37207
Idaho Falls,ID,US,83401-3664
Friendswood,US-TX,US,77546
Watford City,North Dakota,US,58854
San Ramon,US-CA,US,94582
Charlotte ,US-NC,US,28214
Ridgway,CO,US,81432-9506
Washington,US-DC,US,20024
Spring lake ,US-NC,US,28390
Warrensburg,Missouri,US,64093
San Diego,,US,92091
Blytheville,Ar,US,72315
Desoto,US-MO,US,63020
Summerfield,US-NC,US,27358
Ixonia,Wisconsin,US,53036
Conroe,Texas,US,77301
Philadelphia,US-PA,US,19142
Los Angeles,CA,US,90043
Williamson,Georgia,US,30292
Shreveport,La.,US,71101
Greenwood ,US-MS,US,38930
Clermont,Florida,US,34714
Teaneck,,US,07666-2318
Baton Rouge,LA,US,70820
Newark,New Jersey,US,07101
Atlanta ,Ga ,US,30308
circle pines,,US,55014
Las Vegas,Neveda ,US,89119
New Jersy,New Jersy,US,10080
Lawrenceville ,Georgia,US,30046
Fruitland ,Maryland ,US,21826 
Branchburg,New Jersey,US,08805
Edmond,OK,US,73013-5436
Bronx,Ny,US,10453 
Modesto,,US,95326
Detroit ,US-MI,US,48228
Winston-Salem ,North Carolina ,US,27127 
Detroit,Michigan,US,48206
Houston ,Tx,US,77013
Canoga Park,US-CA,US,91304
California,Maryland,US,20619
Manteca,US-CA,US,95337
Culver,US-CA,US,90230
Philadelphia,Pa,US,19145
Bell,California,US,90202
Fort Worth,Texas,US,76133
Denver ,US-CO,US,80249
rowlett,,US,75088
Norfolk,Virginia ,US,23503
Atlanta,Ga,US,30331
Springfield,US-MO,US,65803
NewYrok,US-NY,US,10001
Pacoima,CA,US,91331
Lomita,California,US,90717
New Ross,US-IN,US,47968
Milwaukee ,US-WI,US,53212
Chesapeake,Virginia,US,23321
Arlington ,,US,76018
Nacodgoches,US-TX,US,75964
Birmingham ,AL ,US,35206 
Charlotte ,Nc,US,28210
Winnsboro ,US-LA,US,71295
Mobile,Al,US,36693
Chicago,US-IL,US,60634
Houston,US-TX,US,77087
Randallstown,US-MD,US,21133
Cerritos ,CA ,US,90703
Modesto,California,US,95354
Grass valley,US-CA,US,95945
philadelphia,US-PA,US,19141
Columbus,Ohio,US,43202
Hammond,US-LA,US,70401
Denver ,US-CO,US,80239
Schiller Park,US-IL,US,60176
Saint Louis  ,Missouri ,US,63125 
Detroit ,Mi,US,48228
Del Mar,US-CA,US,92014-3549
Visalia,California ,US,93291
Woodside,,US,94062
Dells,Wisconsin,US,53965
Lincoln,Nebraska,US,68510
Fincasttle,Va,US,24162
Birmingham,AL,US,35211
Wvc,Utah,US,84128
Oakland,Ca,US,94610
Clarkston,Michigan,US,48346
Chatsworth. ,US-GA,US,30705
Des Plaines,,US,60016
Greeley,US-CO,US,80634
Ft.Collins ,Colo,US,8o524
Exton,US-PA,US,19341
Dothan ,Alabama ,US,36301
Greensboro,North Carolina,US,27406
Hayward,US-CA,US,94542
Dennis Port ,MA ,US,02639 
South Shelby,South Carolina ,US,29702 
Alexander,Arkansas,US,72002
Gloucester ,Massachusetts ,US,01930
Katy,US-TX,US,77449
Cape Coral ,US-FL,US,33990
Crsytal,US-MN,US,55428
Waterford ,US-MI,US,48327
San Carlos,California,US,94070
Marion,,US,62959
Miami,US-CA,US,33142
San Marcos,US-CA,US,92078
Columbia,MO,US,65203
Los Angeles,US-CA,US,90744
Bartlett,Tn,US,38135
Dubuque,IA,US,52001-5768
Atlanta ,Georgia ,US,30311
Columbia ,US-SC,US,29212
Easton,,US,21601
Lubbock,,US,79423
Vernon,,US,35592
Albert Lea,US-MN,US,56007
Rogers,Ar,US,72756
johnson city,US-TN,US,37601
Worthington,KY,US,41183
Little Rock,Arkanasas,US,72204
las vegas,nv,US,89104
Philadelphia ,US-PA,US,19138
Des Moines,IA,US,50317-2829
San Antonio,Tx,US,78264
Upper Darby,US-PA,US,19082-5201
Holly Springs,North Carolina,US,27540
Nashua,US-NH,US,03060
Philadelphia,Pennsylvania,US,19140
Snyder,Tx,US,79549
Newark ,US-NJ,US,07112
Albany,Ga,US,31707
Livermore,US-CA,US,94551
Jackson ,Mississippi ,US,39212 
Sherman Oaks,California,US,91411
Compton ,California ,US,90222
San Jose,US-CA,US,95131
Dacula,Georgia ,US,30019
Charlotte,US-NC,US,28273
Bluffton ,,US,29910
San Diego,California,US,92126
"Wakefield, MA, USA",US-MA,US,01880
San Francisco,US-FL,US,15352
New York City,,US,10029
Brunswick ,ME ,US,04011 
Revere ,Massachusetts ,US,02151
Tyler,TX,US,75706
scottsville,US-KY,US,42164
Harrisburg ,Pennsylvania ,US,17104
houston,texas,US,77084
Charleston,WV,US,25302
Arizona,Arizona,US,85002
San Diego,US-CA,US,92114
Covington ,Kentucky ,US,41014 
Gainesville,,US,32601
Fayetteville ,Nc,US,28301 
"Rosemead, CA ",US-CA,US,91770
Middle Amana,Iowa,US,52307
Southampton ,NJ,US,08088
TINLEY PARK,,US,60487
Raleigh,US-NC,US,27601
Cleveland ,OH ,US,44128 
Forest Park ,Ga,US,30297
Dublin,Ohio,US,43017
Goldsboro,US-NC,US,27534
Pittsburg,US-CA,US,94565
San Diego ,CA ,US,92126 
Millington,Tennessee,US,38053
Pelham,US-NC,US,27311
livonia,US-MI,US,48150
netwark,,US,07107
Chula Vista ,California ,US,91910
Tulsa,Oklahoma,US,74107
Dallas,Tx,US,75203
SINAJANA,GUAM,US,96910
Aberdeen ,MS ,US,39730 
Preston ,Mississippi ,US,39354 
Vernal,US-UT,US,84078
